title,platform,IGNScore,CommScore,CommRaters,genre,publisher,developer,releaseDate,reviewDate
F1 2000,PC,8.1,7.1,27,Racing,Electronic Arts,Visual Sciences,24.03.2000,09.05.2000
Grand Theft Auto II,Dreamcast,6.7,7,113,Action,Take-Two Interactive,DMA Design,02.05.2000,08.05.2000
Safecracker [2000],PC,5.2,7.7,6,Puzzle,DreamCatcher Interactive,Daydream Software,10.04.2000,10.05.2000
Puzz 3D: The Orient Express,PC,3.5,8,1,Puzzle,Wrebbit,DYAD Digital Studios,20.03.2000,10.05.2000
Driver,Game Boy Color,8,7.3,34,Racing,Infogrames,Crawfish Interactive,16.05.2000,16.05.2000
WCW Mayhem,Game Boy Color,7,5.8,7,Wrestling,Electronic Arts,2n,11.05.2000,18.05.2000
Street Fighter Alpha 3,Dreamcast,9.5,9,345,Fighting,Capcom,Capcom,17.05.2000,19.05.2000
Perfect Dark,Nintendo 64,9.8,9.3,3770,Shooter,Nintendo,Rare,22.05.2000,19.05.2000
Tom Clancy's Rainbow Six,Dreamcast,8,7.2,85,Shooter,Majesco,Red Storm Entertainment,09.05.2000,19.05.2000
Striker Pro 2000,PlayStation,7.2,7.8,2,Sports,Infogrames,Rage Software,,22.05.2000
Vagrant Story,PlayStation,9.6,9,900,RPG,Square Enix,Square,16.05.2000,22.05.2000
Medievil II,PlayStation,8.4,8.3,158,Action,Sony Computer Entertainment,SCE Studios Cambridge,09.05.2000,22.05.2000
Test Drive Le Mans,PlayStation,6.5,6.5,13,Racing,Infogrames,Eutechnyx,04.05.2000,23.05.2000
Armorines: Project S.W.A.R.M.,PlayStation,3.5,5.6,15,Action,Acclaim Entertainment,Probe,03.05.2000,22.05.2000
NBA In The Zone 2000,Game Boy Color,5,6.3,6,Sports,Konami,Konami,25.04.2000,28.04.2000
Tony Hawk's Pro Skater,Dreamcast,9.8,8.9,335,Sports,Crave Entertainment,Treyarch,24.05.2000,24.05.2000
Who Wants To Be A Millionaire? Second Edition,PC,7,6.7,34,Trivia,Disney Interactive Studios,Jellyvision,05.05.2000,23.05.2000
Mr. Driller,PlayStation,8,8.4,27,Puzzle,Namco,Namco,10.05.2000,23.05.2000
Toobin',Game Boy Color,3,3.5,1,Sports,Midway Games,Digital Eclipse Software,22.05.2000,24.05.2000
Maken X,Dreamcast,7.9,7.3,109,Action,SEGA,Atlus,26.04.2000,28.04.2000
Millennium Winter Sports,Game Boy Color,7,-1,-1,Sports,Konami,Konami,25.04.2000,28.04.2000
Starlancer,PC,9.2,8.6,104,Action,Microsoft,Digital Anvil,27.04.2000,28.04.2000
Championship Bass,PC,8.5,8.5,7,Hunting,Electronic Arts,Electronic Arts,22.03.2000,28.04.2000
NHL Blades of Steel 2000,Game Boy Color,7,7.2,4,Sports,Konami,Climax Studios,25.04.2000,28.04.2000
Last Blade,NeoGeo Pocket Color,7,7.9,26,Fighting,SNK,SNK,,28.04.2000
Metal Slug: 2nd Mission,NeoGeo Pocket Color,9,9.1,55,Action,SNK,SNK,25.04.2000,28.04.2000
Gunship!,PC,8,7.8,4,Flight,Atari,Hasbro Interactive,28.03.2000,01.05.2000
Excitebike 64,Nintendo 64,9.7,8.7,442,Racing,Nintendo,"Left Field Productions, Inc.",02.05.2000,01.05.2000
Expendable,PlayStation,6,7.5,6,Action,Infogrames,Rage Software,26.04.2000,01.05.2000
Roadsters,PlayStation,3,6,2,Racing,Titus,Titus,,01.05.2000
Samba de Amigo,Arcade,9.4,5.7,3,Music,SEGA,Sonic Team,,01.05.2000
Monster Rancher Battle Card GB,Game Boy Color,7,7.2,27,Card,Tecmo,Tecmo,25.04.2000,02.05.2000
JoJo's Bizarre Adventure,Dreamcast,8.5,7.9,78,Fighting,Capcom,Capcom,29.04.2000,02.05.2000
"Dive Alert, Matt's Version",NeoGeo Pocket Color,4,3.7,7,RPG,SNK,Sacnoth,,02.05.2000
"Dive Alert, Becky's Version",NeoGeo Pocket Color,4,6.7,3,RPG,SNK,Sacnoth,,02.05.2000
EverQuest: Ruins of Kunark,PC,8.5,8.2,186,RPG,Sony Online Entertainment,Verant Interactive,24.04.2000,02.05.2000
Allegiance,PC,8.2,8.3,11,Action,Microsoft,Microsoft,16.03.2000,03.05.2000
Sorcerian: Apprentice of Seven Star Magic,Dreamcast,6.4,5.7,1,RPG,Victor Interactive,Nihon Falcom Corp,,02.05.2000
Urban Chaos,PlayStation,4.5,6.2,21,Action,Eidos Interactive,Mucky Foot,30.04.2000,03.05.2000
Chase Ace 2,PC,8.4,8.5,2,Action,Space Time Foam,Space Time Foam,21.12.1999,03.05.2000
Test Drive Le Mans,PC,7.5,8.4,6,Racing,Infogrames,Eutechnyx,31.03.2000,05.05.2000
4 Wheel Thunder,Dreamcast,8.1,7.5,46,Racing,Midway Games,Kalisto Entertainment,04.05.2000,05.05.2000
1942,Game Boy Color,5,6.8,8,Shooter,Capcom,Digital Eclipse Software,22.05.2000,25.05.2000
Bomberman Max -- Red: Challenger,Game Boy Color,9,8.4,22,Action,Vatical Entertainment,Hudson Soft,14.05.2000,26.05.2000
Motocross Madness 2,PC,8.6,8.1,78,Racing,Microsoft,Rainbow Studios,25.05.2000,26.05.2000
Dinosaur,Game Boy Color,4,4.3,15,Adventure,Ubisoft,Digital Eclipse Software,20.05.2000,25.05.2000
Lemmings Revolution,PC,8,7.7,24,Puzzle,Take-Two Interactive,Psygnosis,28.04.2000,26.05.2000
Konami GB Collection Vol. 2,Game Boy Color,6,7.4,4,Action,Konami,Konami,,26.05.2000
Rugrats: Totally Angelica,Game Boy Color,2,3.3,7,Puzzle,THQ,Tiertex Design Studios,,26.05.2000
Kurt Warner's Arena Football Unleashed,PlayStation,4,7.1,17,Sports,Midway Games,Midway Games,21.05.2000,30.05.2000
Tonic Trouble,Game Boy Color,6,8,1,Platformer,Ubisoft,RFX Interactive,,30.05.2000
Grudge Warriors,PlayStation,5.5,5.9,12,Action,Take-Two Interactive,Tempest,27.04.2000,30.05.2000
Formula One '99,PC,4.2,4.6,5,Racing,Psygnosis,Studio 33,10.01.2000,30.05.2000
Wario Land 3,Game Boy Color,9,8.6,325,Platformer,Nintendo,Nintendo,30.05.2000,30.05.2000
Nightmare Creatures II,PlayStation,8.3,7.9,59,Adventure,Konami,Kalisto Entertainment,24.05.2000,30.05.2000
Rent A Hero No. 1,Dreamcast,8.4,6.5,6,Action,SEGA,SEGA,,31.05.2000
Ka-52 Team Alligator,PC,6.3,7.6,6,Simulation,Infogrames,Simis,,31.05.2000
Casper,Game Boy Color,5,3.2,3,Action,Interplay,Interplay,,31.05.2000
International Track & Field 2000,Nintendo 64,6.1,7.9,17,Sports,Konami,Konami OSA (KCEO),,01.06.2000
Airport Tycoon,PC,3,4.4,30,Simulation,Global Star,Krisalis Software Limited,,02.06.2000
Spec Ops: Stealth Patrol,PlayStation,3,4.3,61,Action,Take-Two Interactive,Runecraft,,02.06.2000
Hot Wheels: Micro Racers,PC,6.2,6.4,6,Racing,Mattel Interactive,Unique Development Studios (UDS),28.04.2000,01.06.2000
Daikatana,PC,5.8,4.7,57,Action,Eidos Interactive,Ion Storm,,01.06.2000
Shamus,Game Boy Color,3,10,2,Action,Vatical Entertainment,Telegames,,02.06.2000
Panty Raider: From Here to Immaturity,PC,1.5,4.3,5,Puzzle,Simon & Schuster Interactive,Hypnotix,,02.06.2000
Samurai Shodown: Warrior's Rage,PlayStation,6,7.8,12,Fighting,SNK,SNK,20.04.2000,02.06.2000
Space Channel 5,Dreamcast,9.2,8.1,440,Music,SEGA,SEGA,07.06.2000,02.06.2000
Gekido,PlayStation,7.8,7.3,42,Action,Interplay,Naps Team,31.05.2000,02.06.2000
Konami GB Collection Vol. 1,Game Boy Color,8,8,3,Action,Konami,Konami,,02.06.2000
Bust-A-Move 4,Dreamcast,8.8,8.2,114,Puzzle,Acclaim Entertainment,CyberFront Corporation,01.06.2000,05.06.2000
Emergency Rescue: Firefighters,PC,5.5,2.5,1,Strategy,WizardWorks,Lupine Games,26.04.2000,05.06.2000
Martian Gothic: Unification,PC,7.9,7.6,7,Adventure,TalonSoft,Creative Reality,04.05.2000,06.06.2000
Mary-Kate & Ashley: Get a Clue!,Game Boy Color,6,5,1,Puzzle,Acclaim Entertainment,Crawfish Interactive,30.05.2000,06.06.2000
Gauntlet Legends,Dreamcast,8.4,7.9,116,Action,Midway Games,Atari,07.06.2000,06.06.2000
Virtual-On: Oratorio Tangram,Dreamcast,8,8.2,174,Action,Activision,SEGA,01.06.2000,05.06.2000
Triple Play 2001,Game Boy Color,4,5.7,5,Sports,Electronic Arts,Handheld Games,,07.06.2000
All-Star Baseball 2001,Game Boy Color,6,6.8,6,Sports,Acclaim Entertainment,KnowWonder Digital Mediaworks,,07.06.2000
MDK2,PC,8.3,8,117,Action,Interplay,BioWare,25.05.2000,07.06.2000
Legend of Mana,PlayStation,8.3,8.2,458,RPG,Square,Square,06.06.2000,06.06.2000
The Misadventures of Tron Bonne,PlayStation,7.5,8.3,86,Action,Capcom,Capcom,30.04.2000,07.06.2000
AI Wars: The Awakening,PC,5.8,8,1,Strategy,"Nexus Information Systems & Marketing, Inc.","Nexus Information Systems & Marketing, Inc.",15.03.2000,07.06.2000
Ultima Online: Renaissance,PC,7.5,7.6,62,RPG,Electronic Arts,Origin Systems,13.04.2000,08.06.2000
Bomberman 64: The Second Attack,Nintendo 64,5.3,8,52,Action,Vatical Entertainment,Hudson Soft,22.02.2000,07.06.2000
StarCraft 64,Nintendo 64,7.7,8.2,126,Strategy,Nintendo,Blizzard Entertainment,13.06.2000,09.06.2000
Croc: Legend of the Gobbos,Game Boy Color,5,5.3,4,Platformer,THQ,Virtucraft Ltd.,,09.06.2000
Flying Heroes,PC,8.3,8.4,8,Flight,Take-Two Interactive,Illusion Softworks,02.05.2000,09.06.2000
Final Fantasy Adventure,Game Boy,9,8.4,266,RPG,Sunsoft,Square,,09.06.2000
Final Fantasy Legend,Game Boy,6,7.1,224,RPG,Sunsoft,Square,,12.06.2000
Industrial Spy: Operation Espionage,Dreamcast,5,5.8,22,Action,UFO Interactive,NEC,01.06.2000,09.06.2000
PGA European Tour,Nintendo 64,4.6,5,2,Sports,Infogrames,Infogrames Sheffield House,15.06.2000,12.06.2000
Tomb Raider -- Featuring Lara Croft,Game Boy Color,8,7.5,30,Action,THQ,CORE Design Limited,,13.06.2000
Papyrus,Game Boy Color,7,7,1,Action,Ubisoft,Dupuis,,13.06.2000
The Legend of Dragoon,PlayStation,7,8.6,1252,RPG,Sony Computer Entertainment,SCE Studios Japan,14.06.2000,13.06.2000
Colony Wars: Red Sun,PlayStation,8.5,8.2,71,Action,Psygnosis,Psygnosis,02.06.2000,13.06.2000
Wacky Races,Game Boy Color,8,6.5,11,Racing,Infogrames,VD-Dev,,13.06.2000
Evolva,PC,7.2,6.8,21,Action,Interplay,Computer Artworks,,13.06.2000
Earth 2150,PC,8.9,8.1,68,Strategy,Mattel Interactive,Zuxxez,12.06.2000,13.06.2000
Final Fantasy Legend II,Game Boy,8,7.9,222,RPG,Square,Square,,14.06.2000
Earthworm Jim 3D,PC,6,5.9,16,Platformer,Interplay,Vis Entertainment,24.05.2000,14.06.2000
Deja Vu & Deja Vu II: The Casebooks of Ace Harding,Game Boy Color,4,7.6,25,Adventure,Vatical Entertainment,Kemco,,14.06.2000
Towers: Lord Baniff's Deceit,Game Boy Color,4,-1,-1,RPG,Telegames,JV Games,14.06.2000,16.06.2000
Traitors Gate,PC,5,4.7,12,Adventure,DreamCatcher Interactive,Daydream Software,19.05.2000,15.06.2000
Street Fighter EX 2 Plus,PlayStation,8.5,8.1,99,Fighting,Capcom,Arika,01.06.2000,15.06.2000
Vampire: The Masquerade -- Redemption,PC,7,8,208,RPG,Activision,Nihilistic Software,07.06.2000,16.06.2000
Innova Disc Golf,PC,3.3,6,1,Sports,WizardWorks,Sundial Interactive,01.06.2000,19.06.2000
Final Fantasy Legend III,Game Boy,7,7.8,205,RPG,Sunsoft,Square,,16.06.2000
Super Magnetic Neo,Dreamcast,6.9,6.4,49,Platformer,Crave Entertainment,Genki,14.06.2000,19.06.2000
Fighter Destiny 2,Nintendo 64,6.3,6.9,22,Fighting,SouthPeak Games,Imagineer,22.06.2000,19.06.2000
Animastar,Dreamcast,7.3,-1,-1,Simulation,Aki Corporation,Asmik Ace Enterainment,,19.06.2000
Tech Romancer,Dreamcast,8.9,8.3,105,Fighting,Capcom,Capcom,14.06.2000,19.06.2000
Covert Ops: Nuclear Dawn,PlayStation,4.8,6.8,30,Adventure,Activision,Sugar & Rockets,14.06.2000,20.06.2000
Ultimate Paintball,Game Boy Color,2,2.9,1,Action,Majesco,Morning Star Multimedia,,20.06.2000
Army Men: World War,PC,4,4.9,15,Action,3DO,3DO,30.05.2000,20.06.2000
Beach Head 2000,PC,6,6.5,20,Action,WizardWorks,Digital Fusion,15.06.2000,21.06.2000
Looney Tunes Collector: Alert!,Game Boy Color,9,7.5,7,Adventure,Infogrames,Infogrames Lyon,,21.06.2000
NGEN Racing,PlayStation,7,7.5,12,Racing,Infogrames,Curly Monsters,14.06.2000,21.06.2000
Crystalis,Game Boy Color,8,7.8,57,Adventure,Nintendo,NST,26.06.2000,21.06.2000
Renegade Racers,PC,7.5,-1,-1,Racing,Interplay,Promethean Designs,28.02.2000,21.06.2000
Rally Challenge 2000,Nintendo 64,6,6.6,8,Racing,SouthPeak Games,Genki,22.06.2000,21.06.2000
Kawasaki ATV Powersports,PC,1,10,5,Racing,Encore,Monkey Byte Development,01.06.2000,22.06.2000
Gold and Glory: The Road to El Dorado,Game Boy Color,5,-1,-1,Adventure,Ubisoft,Light and Shadow Productions,,21.06.2000
Dracula Resurrection,PC,8,7,24,Adventure,DreamCatcher Interactive,Wanadoo Edition,07.06.2000,22.06.2000
ISS Pro Evolution,PlayStation,5.1,8.6,35,Sports,Konami,Konami TYO,26.05.2000,22.06.2000
Draconus: Cult of the Wyrm,Dreamcast,6.7,7.6,45,Action,Crave Entertainment,Interplay,21.06.2000,21.06.2000
Who Wants To Be A Millionaire? 2nd Edition,PlayStation,6.5,6,36,Trivia,Sony Computer Entertainment,Sony Computer Entertainment,21.06.2000,22.06.2000
Konami GB Collection Vol. 3,Game Boy Color,8,8.3,5,Action,Konami,Konami,,23.06.2000
Shogun: Total War,PC,8.5,8.3,222,Strategy,Electronic Arts,Creative Assembly,14.06.2000,22.06.2000
Street Fighter III: Double Impact,Dreamcast,8.8,8.5,140,Fighting,Capcom,Capcom,22.06.2000,23.06.2000
Kirby 64: The Crystal Shards,Nintendo 64,7.9,8.2,710,Platformer,Nintendo,HAL Laboratory,26.06.2000,23.06.2000
Star Trek: Klingon Academy,PC,7.8,8,22,Action,Interplay,14 Degrees East,15.06.2000,23.06.2000
PGA Championship Golf 2000,PC,7.7,8.2,8,Sports,Sierra Sports,Headgate Studios,19.05.2000,26.06.2000
Densha De Go! 64,Nintendo 64,5.1,-1,-1,Simulation,Taito,Taito,,23.06.2000
Fur Fighters,Dreamcast,8.3,7.9,96,Shooter,Acclaim Entertainment,Bizarre Creations,14.07.2000,23.06.2000
Transformers: Beast Wars Transmetals,PlayStation,3,5.5,21,Fighting,BAM! Entertainment,Genazea,,26.06.2000
Iron Soldier 3,PlayStation,6.8,7,4,Action,Vatical Entertainment,Eclipse,14.06.2000,27.06.2000
SimCity 3000 Unlimited,PC,9.1,8.6,380,Simulation,Electronic Arts,Maxis,17.05.2000,26.06.2000
Toonsylvania,Game Boy Color,4,4.7,2,Platformer,Ubisoft,RFX Interactive,,26.06.2000
Let's Ride!,PC,3,0.3,1,Sports,ValuSoft,Norstedts Raben Multimedia,12.05.1999,27.06.2000
Mr. Driller,Dreamcast,8.6,7.9,64,Puzzle,Namco,Namco,23.06.2000,28.06.2000
Deus Ex,PC,9.4,9.1,1541,RPG,Eidos Interactive,Ion Storm,22.06.2000,27.06.2000
Rhapsody: A Musical Adventure,PlayStation,7.3,7.6,93,RPG,Atlus,NIS,,28.06.2000
Koudelka,PlayStation,6.8,7.4,124,Adventure,Infogrames,SNK,29.06.2000,29.06.2000
Heroes of Might and Magic,Game Boy Color,7,7.2,14,Strategy,3DO,KnowWonder Digital Mediaworks,,30.06.2000
Mario Artist: Talent Studio,Nintendo 64DD,8.2,8.1,5,Productivity,Nintendo,Nintendo,,30.06.2000
Marvel vs. Capcom 2: New Age of Heroes,Dreamcast,9.3,9.1,828,Fighting,Capcom,Capcom,29.06.2000,29.06.2000
Evolution 2: Far off Promise,Dreamcast,4.5,6.6,118,RPG,Ubisoft,Sting,29.06.2000,30.06.2000
10Six,PC,6.2,8.9,39,Strategy,SegaSoft,SegaSoft,28.02.2000,30.06.2000
Omikron: The Nomad Soul,Dreamcast,6.7,7,67,Adventure,Eidos Interactive,Quantic Dream,22.06.2000,05.07.2000
South Park Rally,Dreamcast,4.2,5.8,26,Racing,Acclaim Entertainment,Tantalus,01.07.2000,05.07.2000
Wacky Races,Dreamcast,8.4,8,69,Racing,Infogrames,Infogrames Sheffield House,29.06.2000,05.07.2000
Star Trek: ConQuest Online,PC,7.8,5.8,8,Strategy,Activision,Genetic Anomalies,08.06.2000,05.07.2000
Vanguard Bandits,PlayStation,6.5,7.7,73,RPG,Working Designs,Human Entertainment,27.07.2000,05.07.2000
Silver,Dreamcast,7.9,7.4,83,Action,Infogrames,Spiral House,28.06.2000,05.07.2000
Looney Tunes: Duck Dodgers Starring Daffy Duck,Nintendo 64,7.6,7.9,18,Platformer,Infogrames,Paradigm Entertainment,20.09.2000,06.07.2000
Xtreme Sports,Game Boy Color,8,8.3,4,Sports,Infogrames,WayForward Technologies,,06.07.2000
Digimon World,PlayStation,5.8,7.2,259,Fighting,Bandai,Bandai,27.07.2000,05.07.2000
Virtua Tennis,Dreamcast,9.4,9,646,Sports,SEGA,Hitmaker,12.07.2000,07.07.2000
Diablo II,PC,8.3,8.9,2850,Action,Blizzard Entertainment,Blizzard Entertainment,30.06.2000,07.07.2000
Dark Reign 2,PC,8,7.7,58,Strategy,Activision,Pandemic Studios,30.06.2000,07.07.2000
Star Wars: Yoda Stories,Game Boy Color,2,4.3,24,Adventure,THQ,Torus Games,,28.01.2000
NASCAR Rumble,PlayStation,8,8.2,55,Racing,Electronic Arts,Electronic Arts,16.02.2000,07.02.2000
Battlezone II: Combat Commander,PC,7.9,8,82,Action,Activision,Pandemic Studios,05.01.2000,14.01.2000
Sakura Wars: Hanagumi Taisen Columns 2,Dreamcast,9,9.1,5,Puzzle,SEGA,Red Company,,08.02.2000
Zebco Fishing,Game Boy Color,7,7,6,Hunting,Vatical Entertainment,Vicarious Visions,,08.02.2000
Sid Meier's Antietam!,PC,8.8,8.1,11,Strategy,Firaxis,Firaxis,10.12.1999,07.01.2000
Gex 3: Deep Pocket Gecko,Game Boy Color,6,5.5,15,Action,Eidos Interactive,David A. Palmer Productions,29.12.1999,17.12.1999
Shadow Man,Dreamcast,8.5,8,121,Action,Acclaim Entertainment,Iguana UK,30.11.1999,06.12.1999
Broken Sword II: The Smoking Mirror,PlayStation,8,8.3,56,Adventure,Crave Entertainment,Revolution Software Ltd.,25.12.1999,03.01.2000
NFL Blitz 2000,PC,8,7.8,4,Sports,Midway Games,Midway Games,31.10.1999,24.11.1999
NBA Jam 2000,Nintendo 64,7.1,6.6,24,Sports,Acclaim Entertainment,Acclaim Entertainment,02.12.1999,02.12.1999
Omikron: The Nomad Soul,PC,8.5,8.4,98,Adventure,Eidos Interactive,Quantic Dream,05.11.1999,12.11.1999
The X-Files: The Game,PlayStation,5,6.6,76,Adventure,Fox Interactive,Hyperbole Studios,13.10.1999,18.11.1999
Who Wants To Be A Millionaire? [1999],PC,6.2,6.3,118,Trivia,Disney Interactive Studios,Jellyvision,28.11.1999,13.12.1999
R-Type DX,Game Boy Color,8,7.8,74,Action,Nintendo,Bits Studios,,22.10.1999
The King of Fighters: Dream Match 1999,Dreamcast,8.4,8.5,110,Fighting,SNK,SNK,22.10.1999,25.10.1999
Pocket Bomberman,Game Boy Color,7,7.4,68,Action,Hudson Soft,Hudson Soft,10.12.1998,25.10.1999
Earthworm Jim 3D,Nintendo 64,7.3,7.1,77,Platformer,Rockstar Games,Vis Entertainment,28.10.1999,25.10.1999
Nightlong: Union City Conspiracy,PC,6.8,9.5,2,Adventure,Microprose,Team17 Software,20.10.1999,04.11.1999
Spy Hunter / Moon Patrol,Game Boy Color,6,7.5,9,Action,Midway Games,Digital Eclipse Software,,21.10.1999
NHL Championship 2000,PlayStation,9.1,8.5,15,Sports,Fox Interactive,Radical Entertainment,,21.10.1999
Grandia,PlayStation,9,8.8,526,RPG,Sony Computer Entertainment,Game Arts,26.10.1999,04.11.1999
Tanktics,PC,3.5,6.5,1,Strategy,Gremlin Interactive Limited,DMA Design,16.10.1999,04.11.1999
Pong: The Next Level,PlayStation,9,8,96,Action,Hasbro Interactive,Supersonic Software,,04.11.1999
Shadow Company: Left for Dead,PC,7.3,7.4,7,Strategy,Ubisoft,Sinister Games,30.09.1999,05.11.1999
Toy Commander,Dreamcast,8.9,8.4,222,Simulation,SEGA,No Clich?,04.11.1999,04.11.1999
Madden NFL 2000,Game Boy Color,7,6.1,5,Sports,THQ,Tiertex Design Studios,,05.11.1999
Paperboy (2000),Nintendo 64,8,6.7,48,Action,Midway Games,High Voltage Software,01.11.1999,05.11.1999
Ballistic,Game Boy Color,7,7.4,5,Puzzle,Infogrames,Mitchell Corporation,,05.11.1999
Ms. Pac-Man,Game Boy Color,9,8.4,16,Action,Namco,Namco,,05.11.1999
Revenant,PC,8.3,8,30,Action,Eidos Interactive,Cinematix,25.10.1999,05.11.1999
Rippin' Riders Snowboarding,Dreamcast,7.3,6.7,53,Sports,SEGA,UEP Systems,10.11.1999,09.11.1999
Sid Meier's Alien Crossfire,PC,8.7,8.9,66,Strategy,Electronic Arts,Firaxis,01.11.1999,08.11.1999
FIFA 2000 Major League Soccer,PC,8.8,7.7,94,Sports,Electronic Arts,Electronic Arts,30.09.1999,08.11.1999
Langrisser Millenium,Dreamcast,5.5,6.6,4,Strategy,Masaya,Masaya,,09.11.1999
Tasmanian Devil: Munching Madness,Game Boy Color,7,6.2,7,Action,Sunsoft,M4 Ltd.,,09.11.1999
WWF Attitude,Dreamcast,8,6.6,67,Wrestling,Acclaim Entertainment,Acclaim Entertainment,11.11.1999,09.11.1999
Psychic Force 2012,Dreamcast,6.9,6.9,71,Fighting,Acclaim Entertainment,Taito,12.11.1999,09.11.1999
Tail Concerto,PlayStation,7.2,7.8,41,Platformer,Atlus,CyberConnect2,,09.11.1999
Nations: WWII Fighter Command,PC,6.8,-1,-1,Simulation,,,11.10.1999,10.11.1999
You Don't Know Jack! [1999],PlayStation,8.2,8.1,74,Trivia,"Berkeley Systems, Inc.",Jellyvision,,10.11.1999
Resident Evil 3: Nemesis,PlayStation,9.4,8.9,1820,Action,Capcom,Capcom,11.11.1999,11.11.1999
Pong: The Next Level,PC,7.4,7.1,21,Puzzle,Hasbro Interactive,Hasbro Interactive,,11.11.1999
Septerra Core: Legacy of the Creator,PC,8,7.7,130,RPG,Monolith Productions,Valkyrie Studios,,11.11.1999
Clock Tower 2: The Struggle Within,PlayStation,4.8,6.1,48,Adventure,ASCII Entertainment,Human Entertainment,28.10.1999,11.11.1999
Silver,PC,7.1,7.8,51,RPG,Infogrames,Infogrames,29.09.1999,15.10.1999
Hot Wheels: Turbo Racing,Nintendo 64,7.7,7.7,30,Racing,Electronic Arts,Stormfront Studios,14.09.1999,15.10.1999
Monaco Grand Prix,Nintendo 64,8.4,8.5,4,Racing,Ubisoft,Ubisoft,01.09.1999,18.10.1999
Vegas Games 2000,PlayStation,4,6.1,4,Strategy,3DO,3DO,,15.10.1999
Army Men: Sarge's Heroes,Nintendo 64,6,7,147,Action,3DO,3DO,29.09.1999,15.10.1999
Disciples: Sacred Lands,PC,8.5,8.1,32,Strategy,GT Interactive,Strategy First,04.10.1999,18.10.1999
Flight Unlimited III,PC,9,8.7,12,Simulation,Electronic Arts,Looking Glass,20.09.1999,18.10.1999
AMA Superbike,PC,4.5,5,1,Racing,Motorsims,Motorsims,01.10.1999,18.10.1999
Hole in One Golf,Game Boy Color,3,4.9,3,Sports,Natsume,Natsume,,19.10.1999
Pokemon Yellow: Special Pikachu Edition,Game Boy,10,9.2,2901,RPG,Nintendo,Nintendo,,19.10.1999
WinBack: Covert Operations,Nintendo 64,8,8.2,148,Action,KOEI,Omega Force,20.10.1999,19.10.1999
Tom and Jerry,Game Boy Color,4,6.2,7,Platformer,Majesco,Majesco,,19.10.1999
South Park,PlayStation,2,4.2,62,Action,Acclaim Entertainment,Appaloosa Interactive,,19.10.1999
Tony Hawk's Pro Skater,PlayStation,9.4,8.8,686,Sports,Activision,Neversoft Entertainment,,19.10.1999
Knockout Kings 2000,Nintendo 64,6.7,7,54,Sports,Electronic Arts,Black Ops,03.10.1999,20.10.1999
Logical,Game Boy Color,5,6.6,4,Sports,Sunsoft,Conspiracy Entertainment,,20.10.1999
Extreme Wintersports,PC,3.8,10,2,Sports,HeadGames Publishing,Hammer Technologies,24.05.1999,20.10.1999
Space Invaders,PlayStation,7.9,7.9,37,Action,Activision,Z-Axis,,21.10.1999
Rising Zan: The Samurai Gunman,PlayStation,8.5,8,22,Fighting,Agetec,UEP Systems,,21.10.1999
Poker Night with David Sklansky,PC,6.4,7.9,1,Puzzle,Interplay,Cetasoft,14.10.1999,21.10.1999
Trickstyle,PC,8.5,7.9,8,Racing,Acclaim Entertainment,Criterion Games,29.10.1999,22.10.1999
A Collection of Intellivision Classic Games,PlayStation,4,5.1,16,Action,Activision,Activision,,22.10.1999
Armored Fist 3,PC,6.9,7.5,17,Simulation,NovaLogic,NovaLogic,,22.10.1999
LEGO Racers,Nintendo 64,7.5,7.3,144,Racing,LEGO Media,High Voltage Software,22.10.1999,26.10.1999
Suikoden II,PlayStation,9,9.2,619,RPG,Konami,Konami TYO,,26.10.1999
Deer Hunt Challenge,PC,5.3,7.4,3,Sports,Electronic Arts,Inland Productions,23.10.1999,26.10.1999
Beauty and the Beast: A Board Game Adventure,Game Boy Color,6,6.3,8,Party,Nintendo,"Left Field Productions, Inc.",,26.10.1999
UEFA Striker,Dreamcast,7.9,7.1,17,Sports,Ubisoft,Rage Software,,27.10.1999
Plus Plum,Dreamcast,5.9,-1,-1,Puzzle,Takuyo,Takuyo,,27.10.1999
NASCAR Racing 3,PC,9.2,8.1,31,Racing,Sierra,Papyrus,,27.10.1999
Metal Gear Solid: VR Missions,PlayStation,7.1,8,657,Action,Konami,Konami,,27.10.1999
Grand Theft Auto II,PlayStation,6.8,7.3,548,Action,Rockstar Games,DMA Design,22.10.1999,27.10.1999
Gex 3: Deep Cover Gecko,Nintendo 64,5.8,6.7,40,Platformer,Crave Entertainment,Crystal Dynamics,29.09.1999,27.10.1999
The Next Tetris,PC,6.5,8,5,Puzzle,Hasbro Interactive,Blue Planet Software,05.10.1999,28.10.1999
NASCAR 2000,PlayStation,7,7.2,50,Racing,Electronic Arts,Stormfront Studios,,29.10.1999
Speed Devils,Dreamcast,7.9,7.8,88,Racing,Ubisoft,Ubisoft,30.10.1999,01.11.1999
